fb_code;Class;Order;Family;Genus;Species;Name;Home_range;Diel_activity;Size_group;Level_water;TempPref_min;TemPref_mean;TempPref_max;Body_size;Size_class;Body_shape;Aspect_ratio;Nphoto;Caudal_fin;Mouth_position;Trophic_level;Diet;Spawning;Depth_min;Depth_max;Depth_range;Allometric_a;Allometric_b;Level_length_weight;PLD;PLD_level;Life_span;Geographic_range_index;Range_extension;Province_2;Province_3;Province_4;Province_6;Province_7;Province_10;Province_11;Province_12;Province_13;Province_14;Province_15;Province_16;Province_17;Province_43;Province_44;Province_45;Province_46;Province_47;Province_48;Province_50;IUCN_status;Vulnerability;Price_category
3533;actinopterygii;perciformes;apogonidae;astrapogon;alutus;Astrapogon alutus;sed;night;sol;low;24,74;27,31;29,99;6,5;s1;fusiform;1,12621;1;truncated;terminal;3,4;pk;oral;0;48,5;48,5;0,004929367;3,780060935;family;24;genus;NA;33;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;high
3538;actinopterygii;perciformes;apogonidae;phaeoptyx;xenus;Phaeoptyx xenus;sed;night;sol;low;24,74;27,31;29,99;7,5;s2;fusiform;0,975163;1;forked;terminal;3,4;pk;oral;5;60;55;0,004929367;3,780060935;family;20;genus;NA;33;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;high
60348;actinopterygii;perciformes;apogonidae;apogon;gouldi;Apogon gouldi;sed;night;sol;low;24,84;26,94;29,39;6,6;s1;fusiform;NA;1;forked;terminal;3,5;im;oral;55;262;207;0,004929367;3,780060935;genus;24,15;genus;NA;14;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;high
46600;actinopterygii;perciformes;apogonidae;apogon;atricaudus;Apogon atricaudus;sed;night;smallg;low;24,92;26,37;28,32;8;s2;fusiform;1,4648;1;forked;terminal;3,5;im;oral;9;30;21;0,004929367;3,780060935;genus;32;genus;NA;1;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;10;not_targeted
16435;actinopterygii;perciformes;apogonidae;apogon;robinsi;Apogon robinsi;sed;night;sol;low;25,45;27,46;29,72;10,1;s2;fusiform;1,39551;1;forked;terminal;3,6;im;oral;0;15,24;15,24;0,004929367;3,780060935;genus;53,8;genus;NA;24;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;11,53;high
3525;actinopterygii;perciformes;apogonidae;apogon;leptocaulus;Apogon leptocaulus;sed;night;sol;low;25,69;27,7;29,86;6;s1;fusiform;NA;1;forked;terminal;3,4;im;oral;20;30;10;0,004929367;3,780060935;genus;58,3;genus;NA;17;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;high
12409;actinopterygii;perciformes;apogonidae;apogon;mosavi;Apogon mosavi;sed;night;sol;low;25,69;27,7;29,86;4,3;s1;fusiform;NA;1;forked;terminal;3,5;im;oral;12;40;28;0,004929367;3,780060935;genus;21,375;genus;NA;17;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;high
5750;actinopterygii;perciformes;apogonidae;zapogon;evermanni;Zapogon evermanni;sed;night;sol;low;25,69;27,92;29,99;15;s2;fusiform;1,173265;2;forked;terminal;3,6;im;oral;5;70;65;0,004929367;3,780060935;family;NA;;NA;173;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;13,79;high
3524;actinopterygii;perciformes;apogonidae;apogon;lachneri;Apogon lachneri;sed;night;sol;low;25,99;27,84;29,89;6,5;s1;fusiform;1,363087;2;forked;terminal;3,4;im;oral;5;70;65;0,004929367;3,780060935;genus;37,9;genus;NA;22;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;high
3527;actinopterygii;perciformes;apogonidae;apogon;phenax;Apogon phenax;sed;night;sol;low;25,99;27,84;29,89;7,5;s2;fusiform;1,13289;1;forked;terminal;3,4;im;oral;3;50;47;0,004929367;3,780060935;genus;25,9;genus;NA;22;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;high
3528;actinopterygii;perciformes;apogonidae;apogon;pillionatus;Apogon pillionatus;sed;night;sol;low;26,08;27,9;29,91;6,5;s1;fusiform;NA;1;forked;terminal;3,4;im;oral;15;90;75;0,004929367;3,780060935;genus;25,85;genus;NA;24;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;high
947;actinopterygii;siluriformes;ariidae;ariopsis;felis;Ariopsis felis;vmob;night;medg;bottom;20,03;24,86;29,81;70;s5;fusiform;1,87561;1;forked;inferior;3,2;im;oral;NA;NA;NA;0,00814;3,196;species;69;;NA;17;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;56,46;medium
1303;actinopterygii;atheriniformes;atherinidae;atherinomorus;lacunosus;Atherinomorus lacunosus;mob;night;largeg;high;23,5;26,27;28,99;25;s3;fusiform;1,47367;2;forked;terminal;3,3;pk;NA;1;39;38;0,006364859;3,297522242;genus;21;;NA;223;lessepsian;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ne;39,12;medium
13524;actinopterygii;atheriniformes;atherinopsidae;melanorhinus;cyanellus;Melanorhinus cyanellus;vmob;day;largeg;high;25,23;26,89;28,75;10;s2;fusiform;1,26403;1;forked;terminal;3,2;pk;NA;1;10;9;;;;NA;;NA;9;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;10,53;not_targeted
13520;actinopterygii;atheriniformes;atherinopsidae;atherinella;starksi;Atherinella starksi;vmob;day;largeg;high;25,77;27,26;28,73;11;s2;fusiform;1,16914;1;forked;terminal;2,9;pk;NA;1;10;9;0,00328;3,333;genus;22;;NA;9;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;13,79;not_targeted
3241;actinopterygii;atheriniformes;atherinopsidae;menidia;beryllina;Menidia beryllina;vmob;day;largeg;high;22,91;26,64;29,9;15;s2;fusiform;1,3888;1;forked;terminal;3,2;pk;demersal;0;30;30;;;;NA;;NA;8;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;15,39;not_targeted
3270;actinopterygii;gasterosteiformes;aulorhynchidae;aulorhynchus;flavidus;Aulorhynchus flavidus;mob;day;largeg;bottom;18,63;21,74;25,55;18;s3;elongated;1,1713;1;forked;elongated;3,4;pk;demersal;0;30;30;0,000436;3,43;species;18,2;;9;5;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;24,65;not_targeted
9160;actinopterygii;syngnathiformes;aulostomidae;aulostomus;strigosus;Aulostomus strigosus;mob;day;smallg;bottom;23,34;25,48;27,69;75;s5;elongated;0,900901;1;rounded;tubular;4,2;fc;pelagic;5;25;20;0,00021408;3,514432015;genus;48,6;species;NA;36;native;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;lc;31,98;not_targeted
1309;actinopterygii;syngnathiformes;aulostomidae;aulostomus;chinensis;Aulostomus chinensis;mob;day;sol;low;24,31;26,6;28,85;80;s5;elongated;1,05018;1;rounded;tubular;4,2;fc;pelagic;3;122;119;0,00021408;3,514432015;species;39;species;NA;274;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;33,78;not_targeted
964;actinopterygii;syngnathiformes;aulostomidae;aulostomus;maculatus;Aulostomus maculatus;mob;day;smallg;low;24,34;27,01;29,84;100;s6;elongated;1,2398;2;rounded;tubular;4,3;fc;pelagic;2;25;23;0,00021408;3,514432015;genus;18;genus;NA;36;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;49,99;not_targeted
7327;actinopterygii;tetraodontiformes;balistidae;balistes;capriscus;Balistes capriscus;vmob;day;sol;high;18,82;22,45;26,48;60;s5;compressed;1,602070667;3;truncated;terminal;4,1;im;demersal;0;100;100;0,0518;2,81;genus;28,5;genus;15;138;native;1;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;1;1;0;vu;34,82;high
8226;actinopterygii;tetraodontiformes;balistidae;pseudobalistes;naufragium;Pseudobalistes naufragium;mob;day;sol;bottom;20,92;23,32;26,1;100;s6;compressed;2,73142;1;truncated;terminal;3,4;im;demersal;3;36;33;0,072552933;2,760280665;species;48;genus;NA;38;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;59,14;medium
4276;actinopterygii;tetraodontiformes;balistidae;balistes;polylepis;Balistes polylepis;mob;day;sol;bottom;21,08;23,27;25,83;76;s5;compressed;1,99952;2;truncated;terminal;3,3;im;demersal;3;60;57;0,0518;2,81;species;32,86;genus;7;48;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;53,94;medium
13533;actinopterygii;tetraodontiformes;balistidae;sufflamen;verres;Sufflamen verres;mob;day;sol;bottom;22,04;24,39;27,11;40;s4;compressed;1,429005;2;truncated;terminal;3,3;im;demersal;3;36;33;0,028651762;2,965827733;species;NA;;NA;33;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;34,18;medium
4284;actinopterygii;tetraodontiformes;balistidae;xanthichthys;mento;Xanthichthys mento;vmob;day;medg;low;22,12;24,63;27,43;30;s3;fusiform;2,73178;2;truncated;terminal;4;pk;demersal;6;130;124;0,047167983;2,759503731;species;NA;;NA;59;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;32,37;medium
4931;actinopterygii;tetraodontiformes;balistidae;balistes;punctatus;Balistes punctatus;mob;day;sol;low;22,26;24,67;27,16;60;s5;compressed;2,18409;1;truncated;terminal;3,4;im;demersal;0;200;200;0,0518;2,81;genus;25,29;genus;11;25;native;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;vu;33,53;medium
19;actinopterygii;tetraodontiformes;balistidae;balistes;vetula;Balistes vetula;mob;day;sol;low;22,6;25,21;28,08;60;s5;compressed;2,785615;2;truncated;terminal;3,8;im;demersal;2;275;273;0,0518;2,81;species;31,41;species;7;74;native;0;1;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0;nt;36,2;medium
4279;actinopterygii;tetraodontiformes;balistidae;canthidermis;sufflamen;Canthidermis sufflamen;vmob;day;smallg;high;23,24;25,87;28,65;65;s5;compressed;2,59555;2;truncated;terminal;3,5;pk;demersal;5;60;55;0,0217;3;species;NA;;NA;76;native;0;1;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0;lc;34,32;medium
4285;actinopterygii;tetraodontiformes;balistidae;xanthichthys;ringens;Xanthichthys ringens;mob;day;medg;low;23,73;26,6;29,65;25;s3;compressed;2,795845;2;truncated;terminal;3,5;pk;demersal;25;80;55;0,047167983;2,759503731;species;NA;;NA;44;native;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;lc;26,63;medium
4278;actinopterygii;tetraodontiformes;balistidae;canthidermis;maculata;Canthidermis maculata;vmob;day;largeg;high;23,74;26,3;28,83;50;s4;fusiform;1,81228;2;truncated;terminal;3,5;pk;demersal;1;110;109;0,0217;3;species;NA;;NA;260;native;0;1;0;1;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;0;lc;41,39;medium
5839;actinopterygii;tetraodontiformes;balistidae;rhinecanthus;aculeatus;Rhinecanthus aculeatus;sed;day;sol;bottom;24,73;27,03;29,23;30;s3;compressed;1,756855;2;rounded;terminal;3,2;om;demersal;0;50;50;0,0522;2,641;species;46;species;NA;258;native;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;ne;29,81;medium
5838;actinopterygii;tetraodontiformes;balistidae;melichthys;vidua;Melichthys vidua;vmob;day;medg;high;24,91;27,23;29,48;40;s4;compressed;1,69;1;truncated;superior;3,4;om;demersal;4;60;56;0,0058;3,554;species;NA;;NA;234;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;ne;34,18;medium
966;actinopterygii;tetraodontiformes;balistidae;melichthys;niger;Melichthys niger;vmob;day;largeg;high;25,14;27,25;29,29;50;s4;compressed;2,277115;2;truncated;terminal;2,4;om;demersal;2;75;73;0,0058;3,554;species;NA;;6;300;native;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;lc;41,39;medium
12925;actinopterygii;batrachoidiformes;batrachoididae;porichthys;porosissimus;Porichthys porosissimus;sed;night;sol;bottom;14,89;18,56;22,61;34;s4;depressed;0,994363;1;rounded;superior;3,7;im;demersal;30;200;170;0,00382;3,326;species;40;family;NA;17;native;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;ne;34,75;not_targeted
53567;actinopterygii;batrachoidiformes;batrachoididae;thalassophryne;montevidensis;Thalassophryne montevidensis;sed;night;sol;bottom;14,89;18,56;22,61;14,4;s2;depressed;0,795219;1;truncated;superior;3,5;im;demersal;0;60;60;0,00977;3,279;genus;NA;;NA;17;native;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;ne;33,06;not_targeted
3069;actinopterygii;batrachoidiformes;batrachoididae;opsanus;tau;Opsanus tau;sed;night;sol;bottom;18,12;23,31;28,87;43,2;s4;depressed;NA;1;rounded;terminal;3,8;fc;demersal;0;5;5;0,00885;3,104;species;NA;;12;7;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;49,53;not_targeted
53590;actinopterygii;batrachoidiformes;batrachoididae;vladichthys;gloverensis;Vladichthys gloverensis;sed;night;sol;bottom;19,47;23,17;27,83;5,6;s1;depressed;0,875313;1;rounded;terminal;3,3;im;demersal;15;34;19;;;;NA;;NA;1;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;vu;16,63;not_targeted
3070;actinopterygii;batrachoidiformes;batrachoididae;porichthys;myriaster;Porichthys myriaster;sed;night;sol;bottom;20,3;23,35;26,75;51;s5;depressed;NA;1;rounded;superior;4,3;fc;demersal;0;126;126;0,0069;3,19;genus;NA;;NA;13;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;58,59;not_targeted
8220;actinopterygii;batrachoidiformes;batrachoididae;porichthys;margaritatus;Porichthys margaritatus;mob;night;sol;bottom;21,95;24,33;27,07;17;s3;depressed;0,60025;1;rounded;superior;3,8;im;demersal;4;137;133;0,0069;3,19;species;NA;;NA;32;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;36,05;not_targeted
3067;actinopterygii;batrachoidiformes;batrachoididae;opsanus;beta;Opsanus beta;sed;night;sol;bottom;22,89;26,44;30,05;30;s3;depressed;NA;1;rounded;superior;3,6;im;demersal;0;5;5;0,0251;2,64;species;NA;;NA;19;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;37,76;not_targeted
3068;actinopterygii;batrachoidiformes;batrachoididae;opsanus;pardus;Opsanus pardus;sed;night;sol;bottom;22,89;26,44;30,05;38;s4;depressed;NA;1;rounded;superior;3,7;im;demersal;0;80;80;0,0251;2,64;genus;NA;;NA;19;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;48,48;not_targeted
53557;actinopterygii;batrachoidiformes;batrachoididae;thalassophryne;punctata;Thalassophryne punctata;sed;night;sol;bottom;24,31;26,1;28,18;15,8;s3;depressed;NA;1;rounded;superior;3,6;im;demersal;0;60;60;0,00977;3,279;genus;NA;;NA;11;native;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;ne;35,02;not_targeted
53939;actinopterygii;batrachoidiformes;batrachoididae;sanopus;johnsoni;Sanopus johnsoni;sed;night;sol;bottom;25,8;27,8;30,13;25,3;s3;depressed;NA;1;rounded;superior;3,7;im;demersal;2;7;5;;;;NA;;NA;2;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;dd;54,09;not_targeted
12024;actinopterygii;batrachoidiformes;batrachoididae;sanopus;splendidus;Sanopus splendidus;sed;night;sol;bottom;25,8;27,8;30,13;24;s3;depressed;NA;1;rounded;superior;3,6;im;demersal;8;25;17;;;;NA;;NA;2;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;en;34,78;not_targeted
967;actinopterygii;batrachoidiformes;batrachoididae;amphichthys;cryptocentrus;Amphichthys cryptocentrus;sed;day;sol;bottom;26,03;27,59;29,37;40;s4;depressed;0,961518;1;rounded;terminal;3,8;im;demersal;0;70;70;0;0;;42;;NA;26;native;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;lc;48,21;not_targeted
47246;actinopterygii;batrachoidiformes;batrachoididae;sanopus;astrifer;Sanopus astrifer;sed;night;sol;bottom;26,64;28,3;30,2;24,5;s3;depressed;NA;1;rounded;superior;3,7;im;demersal;0;25;25;;;;NA;;NA;1;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;vu;54,09;not_targeted
26095;actinopterygii;batrachoidiformes;batrachoididae;sanopus;greenfieldorum;Sanopus greenfieldorum;sed;night;sol;bottom;26,64;28,3;30,2;31;s4;depressed;NA;1;rounded;superior;3,7;im;demersal;5;30;25;;;;NA;;NA;1;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;vu;54,09;not_targeted
970;actinopterygii;batrachoidiformes;batrachoididae;sanopus;barbatus;Sanopus barbatus;sed;night;sol;bottom;26,66;28,21;29,89;41;s4;depressed;NA;1;rounded;superior;3,7;im;demersal;0;20;20;;;;NA;;NA;9;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ne;48,47;not_targeted
971;actinopterygii;batrachoidiformes;batrachoididae;thalassophryne;maculosa;Thalassophryne maculosa;sed;night;sol;bottom;26,82;28,28;29,93;20;s3;depressed;0,887965;1;rounded;superior;3,6;im;demersal;1;200;199;0,00977;3,279;species;NA;;NA;17;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;32,38;not_targeted
6392;actinopterygii;batrachoidiformes;batrachoididae;daector;reticulata;Daector reticulata;mob;night;sol;bottom;27,11;28,55;29,82;27;s3;depressed;0,897306;1;rounded;superior;3,7;im;demersal;1;30;29;;;;NA;;NA;5;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;vu;45,61;not_targeted
13546;actinopterygii;batrachoidiformes;batrachoididae;daector;schmitti;Daector schmitti;mob;night;sol;bottom;27,11;28,55;29,82;13;s2;depressed;0,911157;1;rounded;superior;3,5;im;demersal;5;30;25;;;;NA;;NA;5;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;vu;32,19;not_targeted
13538;actinopterygii;batrachoidiformes;batrachoididae;batrachoides;boulengeri;Batrachoides boulengeri;sed;night;sol;bottom;27,17;28,63;29,92;36,2;s4;depressed;0,758037;1;rounded;terminal;3,6;im;demersal;1;20;19;0,0031;3,47;genus;39;;NA;6;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;vu;55,19;not_targeted
5429;actinopterygii;batrachoidiformes;batrachoididae;halobatrachus;didactylus;Halobatrachus didactylus;sed;NA;sol;bottom;16,03;20,59;25,79;50;s4;depressed;1,07018;1;rounded;superior;4;fc;demersal;10;50;40;0,0083;3,266;species;NA;;NA;16;native;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;lc;58,55;not_targeted
28222;actinopterygii;batrachoidiformes;batrachoididae;thalassophryne;nattereri;Thalassophryne nattereri;sed;NA;sol;bottom;23,23;26,25;29,18;14;s2;depressed;0,927349;1;rounded;superior;3,5;im;demersal;21;73;52;0,00977;3,279;genus;NA;;NA;8;native;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;ne;33,6;not_targeted
1314;actinopterygii;beloniformes;belonidae;platybelone;argalus_platyura;Platybelone argalus platyura;vmob;both;medg;high;10,31;16,35;23,16;45;s4;elongated;1,6;1;forked;elongated;4,2;fc;demersal;0;2;2;0,001343953;3;genus;NA;;NA;12;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;ne;38,22;not_targeted
1317;actinopterygii;beloniformes;belonidae;tylosurus;acus_melanotus;Tylosurus acus melanotus;vmob;both;smallg;high;20,46;24,56;28,99;100;s6;elongated;2,04429;1;forked;elongated;4,3;fc;demersal;0;1;1;0,000569373;3,284805802;genus;NA;;NA;18;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;ne;54,03;medium
13568;actinopterygii;beloniformes;belonidae;tylosurus;pacificus;Tylosurus pacificus;vmob;day;sol;high;21,95;24,33;27,07;82,5;s6;elongated;1,60446;1;forked;elongated;4,3;fc;demersal;1;10;9;0,000569373;3,284805802;genus;NA;;NA;32;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;55,84;medium
9022;actinopterygii;beloniformes;belonidae;platybelone;argalus_lovii;Platybelone argalus lovii;mob;day;smallg;high;22,34;24,69;27,35;24;s3;elongated;NA;NA;forked;elongated;4,2;fc;demersal;0;10;10;0,001343953;3;genus;NA;;NA;2;native;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;ne;NA;not_targeted
13570;actinopterygii;beloniformes;belonidae;tylosurus;crocodilus fodiator;Tylosurus crocodilus fodiator;vmob;day;sol;high;22,78;25,08;27,65;134;s6;elongated;NA;NA;forked;elongated;4,5;fc;demersal;1;10;9;0,000569373;3,284805802;genus;NA;;NA;27;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;NA;not_targeted
976;actinopterygii;beloniformes;belonidae;tylosurus;acus_acus;Tylosurus acus acus;vmob;both;smallg;high;23,28;26,12;29;153;s6;elongated;2,193;1;forked;elongated;4,5;fc;demersal;0;10;10;0,000569373;3,284805802;genus;NA;;5;283;native;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;49,17;medium
3163;actinopterygii;beloniformes;belonidae;strongylura;notata_notata;Strongylura notata notata;mob;day;smallg;high;23,56;26,69;29,91;61;s5;elongated;NA;1;forked;elongated;4,4;fc;demersal;0;5;5;0,00074;3,13;family;NA;;NA;24;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;44,07;high
974;actinopterygii;beloniformes;belonidae;strongylura;marina;Strongylura marina;mob;day;smallg;high;23,59;26,64;29,83;111;s6;elongated;1,34209;1;forked;elongated;3;fc;demersal;0;5;5;0,00074;3,13;family;72,1;family;NA;37;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;57,79;high
972;actinopterygii;beloniformes;belonidae;ablennes;hians;Ablennes hians;vmob;both;largeg;high;24,15;26,63;29,1;140;s6;elongated;1,98231;1;forked;elongated;4,5;fc;demersal;0;3;3;0,00074;3,13;species;NA;;NA;335;native;0;0;0;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;lc;39,61;high
9023;actinopterygii;beloniformes;belonidae;strongylura;senegalensis;Strongylura senegalensis;mob;day;smallg;high;24,37;26,68;28,92;150;s6;elongated;2,04919;1;forked;elongated;4,5;fc;demersal;NA;NA;NA;0,00074;3,13;family;NA;;NA;5;native;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;lc;75,78;high
9026;actinopterygii;beloniformes;belonidae;tylosurus;acus_rafale;Tylosurus acus rafale;mob;day;smallg;high;24,45;26,6;28,66;140;s6;elongated;1,67201;1;forked;elongated;4,1;fc;demersal;NA;NA;NA;0,000569373;3,284805802;genus;NA;;NA;6;native;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;lc;68,6;medium
977;actinopterygii;beloniformes;belonidae;tylosurus;crocodilus crocodilus;Tylosurus crocodilus crocodilus;vmob;both;smallg;high;24,49;27,02;29,49;150;s6;elongated;NA;NA;forked;elongated;4,4;fc;demersal;0;13;13;0,000569373;3,284805802;species;NA;;6;310;native;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;lc;NA;not_targeted
973;actinopterygii;beloniformes;belonidae;platybelone;argalus argalus;Platybelone argalus argalus;vmob;both;medg;high;24,52;26,94;29,32;50;s4;elongated;1,56113;1;forked;elongated;4,5;fc;demersal;0;2;2;0,001343953;3;species;NA;;NA;284;native;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;39,42;high
975;actinopterygii;beloniformes;belonidae;strongylura;timucu;Strongylura timucu;NA;both;NA;high;24,62;27,23;29,95;61;s5;elongated;0,477829;1;forked;elongated;4,5;fc;demersal;1;3;2;0,00074;3,13;family;NA;;NA;34;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;38,28;high
47;actinopterygii;beloniformes;belonidae;belone;belone;Belone belone;vmob;NA;NA;high;14,18;19,05;24,81;104;s6;elongated;1,51996;1;forked;elongated;4,2;fc;demersal;0;20;20;0,001;3,01;species;72,1;;8;14;native;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;lc;48,83;high
9025;actinopterygii;beloniformes;belonidae;tylosurus_acus;imperialis;Tylosurus acus imperialis;mob;day;smallg;high;15,32;20,83;27,3;140;s6;elongated;NA;1;forked;elongated;4,5;fc;demersal;0;10;10;0,000569373;3,284805802;genus;NA;;NA;2;native;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;lc;74,37;medium
49;actinopterygii;perciformes;blenniidae;blennius;ocellaris;Blennius ocellaris;sed;night;sol;bottom;12,81;18,01;24,14;20;s3;elongated;1,18616;1;rounded;subterminal;3,5;im;demersal;10;400;390;0,014905494;3,017856658;family;57,9;;NA;47;native;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;29,65;not_targeted
25971;actinopterygii;perciformes;blenniidae;aidablennius;sphynx;Aidablennius sphynx;sed;day;sol;bottom;13,21;18,97;25,69;8;s2;elongated;NA;1;rounded;subterminal;2,8;om;demersal;0;3;3;0,014905494;3,017856658;family;29,9;species;NA;34;native;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;15,01;not_targeted
25969;actinopterygii;perciformes;blenniidae;microlipophrys;adriaticus;Microlipophrys adriaticus;NA;NA;NA;bottom;13,21;18,97;25,69;5;s1;elongated;NA;1;truncated;subterminal;3,4;om;demersal;0;5;5;0,014905494;3,017856658;family;24;species;NA;34;native;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
26272;actinopterygii;perciformes;blenniidae;parablennius;zvonimiri;Parablennius zvonimiri;NA;NA;NA;bottom;13,21;18,97;25,69;7;s1;elongated;NA;1;truncated;subterminal;2,6;hd;demersal;6;12;6;0,014905494;3,017856658;genus;24;species;2;34;native;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;13,37;not_targeted
27049;actinopterygii;perciformes;blenniidae;scartichthys;crapulatus;Scartichthys crapulatus;sed;day;sol;bottom;13,99;16,53;19,6;11,6;s2;elongated;NA;1;rounded;subterminal;2,7;NA;demersal;1;15;14;0,014905494;3,017856658;family;NA;;NA;6;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;lc;26,05;not_targeted
